testy,V1
3251,0,0.761534049734105
4393,0,0.0609533794389112
1860,0,0.107087527733185
2864,0,-0.0176223721061579
7611,0,0.576319318826002
2383,0,0.148522947509357
3010,0,0.432344918413031
5645,0,0.0761801969077511
9538,1,0.790670406668104
6403,0,-0.088890860228852
338,0,0.122891139437025
9507,1,0.526582781775652
6220,0,-0.0161956828757517
1930,0,0.0139931685897698
4894,0,-0.040713800311158
10151,1,0.487925053270832
10277,1,0.761814161001512
6473,0,-0.0134971051163111
1114,0,0.378537706277888
4388,0,-0.0716203914120541
2768,0,0.311381712832575
8557,1,0.346038275826428
8900,1,0.559373341724545
8122,1,0.461177260748449
3015,0,0.226706660311028
10144,1,0.826034395365518
5307,0,0.00826717067442106
3826,0,0.202955097779006
6232,0,0.201158424808562
9181,1,0.663514560536463
4759,0,-0.00666257171290252
2239,0,-0.227535270522202
9623,1,0.726663772285967
2497,0,-0.0122602277418182
7996,0,-0.0143341308467346
1457,0,0.727432323441838
1318,0,-0.0157176390702347
3658,0,-0.0973929229097128
5471,0,0.10362542481744
2370,0,-0.0449163340757261
10191,1,0.617547190454344
9120,1,1.00084181471474
2137,0,0.0767534257810099
4568,0,0.374196320341201
3839,0,0.479973931632288
1586,0,-0.0151661093993227
2235,0,0.13376912989238
9595,1,0.728893342429339
7622,0,-0.0326661673776221
6787,0,-0.0336720300869737
1749,0,0.0786854393781431
3973,0,0.558401965460033
1391,0,0.154050583963126
8792,1,0.32159562474572
5844,0,-0.0599477939551158
715,0,0.185724030096473
361,0,0.0230475201641229
8763,1,1.15457800975163
2633,0,0.14032945668308
9230,1,0.782280207358448
1772,0,0.00273344420481403
113,0,0.0584782233901426
9313,1,0.511022364253528
9156,1,0.815597955528812
1708,0,0.564434849150423
8002,1,0.165451988721131
8353,1,0.806170365997181
5450,0,0.158853295903353
8621,1,0.519473327603816
5521,0,-0.00169876914169742
279,0,0.183348865314279
9261,1,0.158739636085572
908,0,0.225335991019812
7746,0,-0.0147960057191443
10256,1,0.152707198847201
3964,0,-0.0137444622612013
2008,0,0.105855806100605
9067,1,0.615752434528986
7536,0,0.03892069071354
5038,0,-0.0649094273823645
4865,0,-0.0131648363988723
242,0,-0.0330181573495016
10355,1,0.756665194959314
5099,0,0.170897192852022
3852,0,0.159743081222401
2265,0,0.0997868679800773
9275,1,-0.0316881411182499
9754,1,0.260763383609714
7021,0,0.349336555351608
2614,0,-0.0158839697467605
3729,0,0.102942127510918
7004,0,0.134662479762132
4254,0,0.156443281232054
5649,0,0.241752738272293
8645,1,0.7307262869797
3224,0,-0.021697029990857
1960,0,0.348315935067447
7785,0,0.00689633277609136
1974,0,-0.0451933310724182
10500,1,0.746574505483336
5383,0,-0.173289696147888
4680,0,0.152503020351082
7255,0,0.0219554315392487
1881,0,-0.0379128445938919
4151,0,0.0878721368463574
5385,0,-0.0817404168203683
4906,0,0.232949012848865
544,0,0.545662687646727
5079,0,0.400347906992349
9196,1,0.831368124536085
10276,1,0.550453418039773
10206,1,0.37510906384382
3717,0,-0.0109161042005959
2982,0,-0.0762313210850012
407,0,0.320990190573019
812,0,0.138034025446248
10030,1,0.206663322139699
10485,1,0.214375995157621
3603,0,0.110032639230052
10492,1,0.161986022762851
7304,0,-0.00575687256310253
10037,1,0.151803738884487
5412,0,-0.0297626386198164
2636,0,0.323874493359053
9558,1,0.691448954427311
911,0,0.211500705199236
8079,1,0.629067328670393
7830,0,0.15705719540817
10395,1,1.07235216479023
1613,0,0.221382328860871
4887,0,0.079566409003761
336,0,0.345720671429323
10280,1,0.489530038719501
472,0,-0.0999258014907936
7024,0,-0.0146570020096892
6022,0,-0.0774086576016851
6751,0,-0.0118528249084562
2662,0,0.0572888565887973
5242,0,-0.113570328786052
2529,0,-0.0122728929148745
9873,1,0.283832221823995
6953,0,-0.0159637544951978
3415,0,-0.0128264501094324
1970,0,0.504638257159767
5254,0,-0.0111279085243552
4101,0,0.150571578598916
2561,0,0.217914432293286
1040,0,0.611506708304125
3227,0,-0.0640273561645799
4923,0,0.522950147424936
3353,0,0.260043665366402
4700,0,-0.0203511428592762
985,0,-0.0181127615301033
1996,0,-0.0181160372486122
3080,0,0.278738336395255
805,0,0.0157230738437042
10141,1,0.46635169306461
7893,0,0.0079195315799192
2707,0,0.43160462883576
4695,0,0.526711332094916
5258,0,-0.174783459862066
7506,0,-0.0187539093099096
9380,1,-0.114681544768144
4697,0,-0.0207884441838264
6848,0,0.178036437696795
3873,0,0.570740522549402
5524,0,0.17066424611985
1280,0,0.196203139735618
6190,0,-0.0155745933003848
9348,1,0.756514850092791
7054,0,-0.00543603560369865
1936,0,0.0764062319791714
6324,0,-0.0126492850441571
262,0,0.322448686929334
6557,0,0.129342405205612
9151,1,0.886216398347823
5876,0,-0.0110466935488223
4008,0,0.360618070195988
8500,1,0.226887756836988
9517,1,0.75963081299579
8782,1,0.738419964139598
3063,0,0.0105981626912095
8531,1,0.265326003508009
600,0,-0.0671747961231264
9505,1,0.698272671976552
10173,1,0.691547113818981
5315,0,-0.00425281979554915
7379,0,0.115571750699895
3495,0,0.223718110205896
7989,0,0.781799820485513
1101,0,0.0341076872476753
6314,0,0.304451185609333
79,0,0.831341237985876
10217,1,0.357651549613225
3349,0,0.143906280067338
7558,0,0.43138667561005
1163,0,0.268070953537802
8047,1,0.327263751684865
7144,0,-0.190600192604754
1546,0,0.1312773844637
4138,0,0.863516447975947
9477,1,0.447844847769725
5087,0,0.147615580427936
1341,0,0.53804855000422
6528,0,0.219552630540654
3235,0,-0.00542643129166187
1576,0,0.0506876967018429
2085,0,0.106966268351275
8697,1,0.572513626328181
6492,0,0.0676206182875322
1244,0,-0.0576458698082705
562,0,0.0459604393078036
6115,0,0.0478905781547927
1426,0,0.130751479148519
4654,0,0.138404043240695
533,0,0.713285143056302
5389,0,-0.0249975972676515
975,0,0.0180597091764327
3912,0,0.113119943104891
2842,0,-0.0227620370197399
7666,0,0.122120923394959
8612,1,1.22034640003387
1088,0,0.561388106725525
6378,0,-0.0112121196404065
8693,1,1.3455322687223
5312,0,-0.0142663087232342
